iter	Logloss
345	0.3671511086
346	0.367055198
347	0.3669090963
348	0.3668365047
349	0.3668189655
350	0.3667007898
351	0.3666624092
352	0.3665345195
353	0.3664551519
354	0.3660788257
355	0.3658288695
356	0.3657584835
357	0.3656557229
358	0.3656364499
359	0.3655353941
360	0.3655036261
361	0.3654242297
362	0.3652902054
363	0.36528349
364	0.3651462509
365	0.3650674159
366	0.3650639587
367	0.3649596335
368	0.3649542278
369	0.3647949764
370	0.3647006544
371	0.3646086525
372	0.3643845506
373	0.3643578319
374	0.3642497153
375	0.3641219038
376	0.3640782017
377	0.3638086473
378	0.3638055366
379	0.3636372179
380	0.3634507494
381	0.3633279935
382	0.3632329584
383	0.3631358638
384	0.3630922401
385	0.3630099374
386	0.362926446
387	0.3628709228
388	0.3628585086
389	0.3627673655
390	0.3626141382
391	0.3625360771
392	0.3624627853
393	0.3623912232
394	0.3621758419
395	0.3620332582
396	0.3617793605
397	0.3614824098
398	0.3614604154
399	0.361387102
400	0.361383248
401	0.3613054183
402	0.3611991708
403	0.3611811124
404	0.3611169012
405	0.3609371327
406	0.3609070969
407	0.3608884919
408	0.3607741348
409	0.3605634323
410	0.3604323999
411	0.3602752014
412	0.360061699
413	0.3598489017
414	0.3597274046
415	0.359692908
416	0.3596318082
417	0.3594015293
418	0.359233472
419	0.3591848294
420	0.3589730608
421	0.3588519342
422	0.3586828758
423	0.3586495184
424	0.3585931104
425	0.358415165
426	0.3582522942
427	0.3580800969
428	0.3580037606
429	0.3578116546
430	0.3576669522
431	0.35755062
432	0.3574260053
433	0.3574025845
434	0.3573632689
435	0.3572259422
436	0.3571561256
437	0.3570398592
438	0.3569177776
439	0.3567427475
440	0.356616699
441	0.3564536321
442	0.3564184115
443	0.3563308124
444	0.3563222291
445	0.3561070255
446	0.3560237877
447	0.3559873884
448	0.3559043141
449	0.3556716756
450	0.3555210407
451	0.355408144
452	0.3553626957
453	0.3552379651
454	0.3550470385
455	0.3549264709
456	0.3547749912
457	0.3545611832
458	0.3544141028
459	0.3541637189
460	0.3541233471
461	0.3539861261
462	0.3538205162
463	0.3535941895
464	0.3534972578
465	0.3534545279
466	0.3533171434
467	0.3531769517
468	0.3529707261
469	0.3528872019
470	0.3528262163
471	0.3527606453
472	0.3526829566
473	0.3524566466
474	0.352386029
475	0.3523275813
476	0.3521452521
477	0.3520330819
478	0.3518375831
479	0.3517465193
480	0.3516798938
481	0.3514772255
482	0.3513924154
483	0.3513364496
484	0.351231937
485	0.3509568101
486	0.3509403172
487	0.3509124133
488	0.3508738007
489	0.3508595971
490	0.3506815166
491	0.3505773206
492	0.3504822962
493	0.3504080885
494	0.3503036239
495	0.3502748524
496	0.350120549
497	0.3500119229
498	0.3498992448
499	0.3498361396
500	0.3496309588
501	0.3495382334
502	0.3495089471
503	0.3494603436
504	0.3492962852
505	0.3490586769
506	0.3489621249
507	0.3489399599
508	0.3488017059
509	0.3486023298
510	0.3484450813
511	0.3483915533
512	0.3482232816
513	0.3480379603
514	0.3478896409
515	0.3478117332
516	0.347697319
517	0.3475739979
518	0.3474420852
519	0.3472717981
520	0.3471786988
521	0.3470143261
522	0.3468874992
523	0.3467656965
524	0.3466901525
525	0.3466457796
526	0.3465445066
527	0.3464803676
528	0.3464118104
529	0.3461891161
530	0.3460917675
531	0.3459984259
532	0.3458664048
533	0.3458290158
534	0.3457880317
535	0.3457118
536	0.3456130741
537	0.3455634756
538	0.3454736064
539	0.3453529664
540	0.3452577842
541	0.3451126154
542	0.3450773088
543	0.3450351709
544	0.3449057235
545	0.3448280702
546	0.3447281337
547	0.3445926367
548	0.344547298
549	0.3443346746
550	0.3442798916
551	0.3442342422
552	0.3442278034
553	0.3442113707
554	0.3440267047
555	0.343988503
556	0.3439219119
557	0.3437285028
558	0.3435821045
559	0.3434339936
560	0.3434041075
561	0.343311179
562	0.3432763786
563	0.3432007952
564	0.3431946838
565	0.3430038946
566	0.34286512
567	0.342852034
568	0.3428300726
569	0.342678559
570	0.3425937768
571	0.3425687734
572	0.3424163052
573	0.3422000764
574	0.3421115509
575	0.3421088049
576	0.3420204443
577	0.3419389482
578	0.3418829485
579	0.3418347985
580	0.3416905586
581	0.3416030159
582	0.3415813136
583	0.3415025263
584	0.341377997
585	0.34128855
586	0.3411925877
587	0.341099393
588	0.3409238427
589	0.3408093769
590	0.3406924784
591	0.3405590091
592	0.3404052237
593	0.3403768596
594	0.3402967841
595	0.3402255248
596	0.3401083377
597	0.3399533797
598	0.3398274305
599	0.3396321954
600	0.3395417581
601	0.339512156
602	0.33944008
603	0.3392760414
604	0.339173832
605	0.3390734128
606	0.3390023754
607	0.3389498431
608	0.3388930206
609	0.338752336
610	0.3385370598
611	0.3385294049
612	0.338272221
613	0.3381771479
614	0.3379346796
615	0.3377890144
616	0.3377726267
617	0.3377393856
618	0.3376348676
619	0.3374727753
620	0.337470147
621	0.3373731515
622	0.3372936767
623	0.3372060895
624	0.337177313
625	0.33700369
626	0.3369479168
627	0.3367849158
628	0.3367092965
629	0.3366632098
630	0.3365314482
631	0.3364568239
632	0.3362824022
633	0.3361294515
634	0.3360027784
635	0.3359769547
636	0.3358832104
637	0.3358271988
638	0.3358192709
639	0.3357432548
640	0.3356841437
641	0.3356458646
642	0.3356303752
643	0.3356240661
644	0.335570731
645	0.3353797658
646	0.3352582553
647	0.3352030097
648	0.3351369263
649	0.3350490086
650	0.3349441024
651	0.3347863062
652	0.3346711564
653	0.3346265936
654	0.3344837294
655	0.3344290302
656	0.3343272752
657	0.3342607196
658	0.3342224311
659	0.3341934397
660	0.3339927023
661	0.3339143786
662	0.3338603447
663	0.3338013307
664	0.3337186699
665	0.3335922183
666	0.3335593133
667	0.3334276346
668	0.3333546518
669	0.3331242286
670	0.333087628
671	0.3329183785
672	0.3327753427
673	0.3327300861
674	0.3325485934
675	0.3324559779
676	0.3322784988
677	0.3321514349
678	0.3319450455
679	0.3318771565
680	0.3318342639
681	0.3316844598
682	0.3316699402
683	0.3316238285
684	0.3315791339
685	0.3313886935
686	0.3313093692
687	0.331262012
688	0.3312502845
689	0.3311642839
690	0.3311042217
691	0.3310478183
692	0.3310236323
693	0.3308950623
694	0.3308147851
695	0.3307856944
696	0.3307473851
697	0.33068623
698	0.330605373
699	0.3305354178
700	0.3304651292
701	0.3303446119
702	0.3303166415
703	0.3302339918
704	0.3302299518
705	0.3301867508
706	0.3301604304
707	0.3300838605
708	0.329967507
709	0.3298685021
710	0.3297728299
711	0.329737864
712	0.3296131625
713	0.3295075784
714	0.3295022752
715	0.3294689023
716	0.3292206169
717	0.3291920376
718	0.3291575839
719	0.329069106
720	0.3289994358
721	0.3289320303
722	0.3288621042
723	0.3288602214
724	0.3288004435
725	0.3287047234
726	0.3286318129
727	0.3285583101
728	0.3284310864
729	0.3283084836
730	0.3282550427
731	0.3280914099
732	0.3280847111
733	0.3280716978
734	0.3280409402
735	0.3279540155
736	0.3279075781
737	0.3278787267
738	0.3277463251
739	0.327733023
740	0.327490864
741	0.3273268777
742	0.3272684507
743	0.32725762
744	0.3271109859
745	0.32709553
746	0.3270296623
747	0.3267786995
748	0.3267697395
749	0.3267136231
750	0.3266298244
751	0.3265381418
752	0.3264948374
753	0.3264745259
754	0.3262245131
755	0.3258786701
756	0.3257714342
757	0.3257441674
758	0.3256877621
759	0.3256568103
760	0.3256465654
761	0.325578106
762	0.325513846
763	0.3253197649
764	0.3252226436
765	0.3252038292
766	0.3250658296
767	0.3249912839
768	0.3249279343
769	0.3249183151
770	0.3248886683
771	0.3248578307
772	0.3247999117
773	0.3247267123
774	0.3245760102
775	0.3245127832
776	0.3244668055
777	0.3243690917
778	0.3241112038
779	0.3239517073
780	0.3238950837
781	0.3238131208
782	0.3237521236
783	0.3237368663
784	0.3237001585
785	0.3236442927
786	0.323601247
787	0.3234840035
788	0.3233914853
789	0.3233249044
790	0.3232584762
791	0.3232340934
792	0.3231633729
793	0.3231497553
794	0.3229905662
795	0.3228911757
796	0.3227937184
797	0.3225567708
798	0.3223425267
799	0.3222875316
800	0.3221887628
801	0.3221077395
802	0.3220465622
803	0.3220128357
804	0.3219376668
805	0.3218143112
806	0.3218074675
807	0.3217957787
808	0.3217588984
809	0.3216554307
810	0.3216075396
811	0.3215603014
812	0.3215331187
813	0.3213256439
814	0.3212505262
815	0.3212104155
816	0.3211286811
817	0.3209321228
818	0.3208980406
819	0.3208819253
820	0.3207372798
821	0.3207258579
822	0.3206245615
823	0.3206178711
824	0.3205922969
825	0.3203671677
826	0.3202976833
827	0.3202771162
828	0.3201402175
829	0.3201038531
830	0.3200838633
831	0.3199490342
832	0.319869511
833	0.3198157696
834	0.3197857144
835	0.3196918943
836	0.3196266671
837	0.3195643157
838	0.3195135921
839	0.3194531181
840	0.319388482
841	0.3192545443
842	0.319233316
843	0.3191416774
844	0.3191243371
845	0.3189571267
846	0.3189422379
847	0.3189339517
848	0.3189280663
849	0.318789666
850	0.3187462008
851	0.3187268451
852	0.3187179081
853	0.3186682125
854	0.3186028151
855	0.3184503299
856	0.3184401788
857	0.3184014037
858	0.3183294237
859	0.3182529133
860	0.3182020416
861	0.3181811445
862	0.3181395407
863	0.3181315554
864	0.3181293314
865	0.3180766903
866	0.3180669252
867	0.3179818203
868	0.3179387369
869	0.3178958874
870	0.3178014051
871	0.3177545765
872	0.3177459442
873	0.3177287269
874	0.3175774431
875	0.3175094596
876	0.3173990428
877	0.3173858159
878	0.3173597066
879	0.3172793633
880	0.3172708808
881	0.3172082398
882	0.3170743667
883	0.3170054735
884	0.3169983363
885	0.3169951846
886	0.3169757299
887	0.3169383804
888	0.3169081451
889	0.3168788198
890	0.3167621728
891	0.3167496684
892	0.3166875066
893	0.3166088836
894	0.3165760922
895	0.3164086265
896	0.3163488122
897	0.316211787
898	0.3161882222
899	0.3161344033
900	0.3159969357
901	0.3159465202
902	0.3159101069
903	0.3158192429
904	0.3156767922
905	0.3156257048
906	0.3154374911
907	0.3153602003
908	0.3153429527
909	0.315252548
910	0.3152052254
911	0.3151524776
912	0.3151262728
913	0.314949746
914	0.314843507
915	0.3147330387
916	0.3146639483
917	0.3146116708
918	0.3145079307
919	0.3144928042
920	0.3144806327
921	0.3144012059
922	0.3143535579
923	0.3142410248
924	0.3142388196
925	0.3141382631
926	0.3141044033
927	0.3140781422
928	0.3140653499
929	0.3140011478
930	0.3139620975
931	0.3139074774
932	0.313816443
933	0.3137318426
934	0.3136576482
935	0.3136504085
936	0.3136216846
937	0.3136131407
938	0.3135784477
939	0.313553306
940	0.3133408739
941	0.3133264983
942	0.313221514
943	0.3132135339
944	0.3131760796
945	0.3131398633
946	0.3131351477
947	0.3131226198
948	0.3131059016
949	0.3130524156
950	0.3129434023
951	0.3129320607
952	0.3128676356
953	0.3127852279
954	0.3126350383
955	0.3126300813
956	0.3125241572
957	0.3123645878
958	0.3123509725
959	0.3123029704
960	0.3121217841
961	0.3120870777
962	0.3120547768
963	0.3120340615
964	0.3120247716
965	0.3120144202
966	0.311928763
967	0.31177117
968	0.311678427
969	0.3116043179
970	0.3115540139
971	0.311525862
972	0.3115079915
973	0.3115041464
974	0.3114122984
975	0.3113859303
976	0.3112970848
977	0.3112934248
978	0.3112731353
979	0.3111920717
980	0.3110659314
981	0.3110006949
982	0.3109078758
983	0.3109057343
984	0.3108652093
985	0.3108305515
986	0.3107506429
987	0.3106878327
988	0.3105530453
989	0.3105341335
990	0.3105245925
991	0.3105212163
992	0.3104853649
993	0.3104062818
994	0.3104033852
995	0.3103919505
996	0.3103806786
997	0.3103167421
998	0.3102697069
999	0.3102558046
